Address_US,Freq,last_update,Web,Gender,Address_RES,Purchase,Spending
1,1,3269,0,1,0,1,31
1,4,218,1,0,0,1,581
1,1,930,0,1,1,0,0
1,1,890,1,1,0,0,0
1,2,1710,1,1,1,0,0
1,1,2786,0,1,0,0,0
0,11,918,0,1,0,1,1441
0,1,920,1,1,0,0,0
1,4,1240,0,1,0,1,232
1,0,3694,0,1,0,0,0
1,2,4005,0,1,0,1,141
1,2,1618,1,0,1,1,40
1,2,1882,0,0,1,0,0
1,1,1646,0,1,1,0,0
1,3,3573,0,0,0,1,440
1,2,1962,0,0,1,0,0
0,1,1589,1,0,0,0,0
1,1,1277,1,0,0,1,164
1,0,3852,0,1,0,0,0
1,1,3024,0,0,0,0,0
1,0,3107,0,0,0,0,0
0,1,3944,1,1,0,1,49
1,4,801,1,1,0,1,253
1,3,1759,1,1,1,1,130
1,1,2999,1,1,0,1,160
0,4,1794,1,1,0,1,525
1,2,2975,0,0,0,1,160
1,4,610,0,0,1,1,317
1,1,3446,0,1,0,0,0
1,1,862,0,1,0,0,0
1,1,3397,1,0,0,0,0
1,1,869,0,1,0,0,0
1,1,1261,1,0,1,0,0
1,1,1752,0,1,0,1,160
1,1,3822,1,0,0,1,65
1,1,3047,1,1,1,0,0
1,2,744,0,1,1,0,0
1,1,1827,1,1,0,0,0
1,2,3536,0,1,0,1,128
1,3,1121,1,1,0,1,247
1,1,3852,1,1,0,1,128
1,1,608,0,1,0,0,0
1,2,2018,0,1,0,1,161
1,0,2744,0,0,0,0,0
1,2,1240,1,1,0,1,54
1,2,834,0,0,1,0,0
1,3,2438,1,0,1,1,227
0,1,2487,0,0,0,0,0
1,1,2117,0,1,0,1,161
1,1,2138,1,0,1,0,0
1,3,3522,0,0,0,0,0
1,2,2009,0,1,0,1,230
1,0,3694,0,1,0,0,0
0,2,2418,0,0,0,1,263
1,1,1095,1,0,1,0,0
1,0,3747,0,1,0,0,0
1,0,3158,0,0,0,0,0
1,0,162,0,0,0,0,0
1,2,1780,1,0,1,1,130
1,3,2893,0,1,0,1,160
1,0,3680,1,0,0,0,0
1,2,1646,0,0,1,0,0
1,0,2901,0,0,0,0,0
1,1,2863,0,1,1,0,0
1,4,332,1,1,0,1,410
1,2,1465,0,0,0,1,228
1,3,822,0,0,0,1,421
1,2,216,1,0,0,1,43
1,2,834,1,0,1,0,0
1,1,2544,1,0,0,1,130
1,1,2912,1,1,0,1,96
0,1,17,0,1,0,0,0
1,2,1752,1,0,1,0,0
1,1,2508,0,0,0,1,9
1,1,868,1,1,0,0,0
1,0,2900,1,0,0,0,0
1,8,1030,1,0,0,1,819
0,1,3578,1,0,1,1,130
1,1,891,1,1,0,1,163
1,0,2968,1,1,0,0,0
1,1,2962,0,0,0,1,68
1,0,2728,0,0,0,0,0
1,0,1232,0,1,0,0,0
1,1,3171,0,1,0,1,260
0,1,1107,0,0,0,0,0
1,1,3454,0,0,0,0,0
1,2,2527,0,0,0,1,10
1,2,3201,0,0,0,0,0
1,1,3822,0,1,0,1,128
1,3,1794,1,1,0,1,107
1,13,281,1,0,0,1,1443
1,0,3944,1,1,0,0,0
1,0,2742,0,0,0,0,0
1,1,3641,0,1,0,0,0
1,3,2814,0,0,0,1,162
1,1,2107,1,0,0,1,130
0,1,3425,1,1,0,0,0
1,1,1218,1,1,0,1,44
1,3,400,1,1,0,1,522
1,0,3746,0,0,0,0,0
1,7,2842,1,0,0,1,1393
1,3,486,0,1,1,1,266
1,2,3445,0,0,0,0,0
1,0,3680,0,0,0,0,0
0,1,1190,0,1,0,1,205
1,5,1011,0,1,1,1,471
1,0,55,0,0,0,0,0
1,0,3747,0,0,0,0,0
0,1,2053,0,0,0,1,345
0,0,2765,0,0,0,0,0
1,0,3354,1,1,0,0,0
0,0,4036,0,0,0,0,0
1,1,3356,0,1,0,0,0
1,1,3249,0,1,0,0,0
1,0,3522,1,1,0,0,0
1,0,2742,0,0,0,0,0
1,1,3678,1,1,0,0,0
1,1,2530,0,0,0,1,136
1,0,2900,0,1,0,0,0
1,1,4096,0,0,1,1,97
1,1,1638,1,1,0,1,30
1,3,2962,1,0,0,1,162
1,0,3339,0,1,0,0,0
1,1,4096,1,0,0,1,128
1,0,3237,0,0,0,0,0
1,1,1288,1,0,1,1,30
1,7,1502,0,0,1,1,347
1,0,3206,0,1,0,0,0
0,1,3548,1,1,0,0,0
1,2,2072,0,1,0,1,105
1,3,91,1,0,0,1,1370
1,1,2533,1,1,0,1,9
1,0,3680,0,1,0,0,0
1,3,2284,1,0,0,1,271
1,0,2735,0,1,0,0,0
1,3,2799,1,0,0,1,104
1,3,744,0,1,1,1,128
1,1,3791,0,1,0,0,0
0,1,216,1,0,0,1,8
0,1,1556,1,1,0,1,46
1,1,2404,0,0,0,1,114
1,2,2143,0,1,1,0,0
1,1,2100,0,0,0,0,0
1,1,2382,0,1,0,0,0
0,1,659,1,1,0,1,58
1,1,2849,1,1,0,0,0
1,4,871,0,1,0,1,496
1,1,2677,0,1,0,0,0
0,3,1137,0,1,0,1,292
1,2,1752,0,0,1,0,0
0,1,3222,0,0,0,1,33
1,11,220,0,0,0,1,1227
1,4,701,1,1,0,1,290
1,1,2487,1,1,0,0,0
1,2,3791,0,1,1,1,98
0,1,427,0,1,0,1,56
1,0,3394,0,1,0,0,0
0,1,919,0,1,0,0,0
1,3,715,1,1,1,1,129
1,0,3746,0,1,0,0,0
1,3,3521,1,1,0,1,331
1,1,3278,0,0,0,0,0
1,0,3746,1,1,0,0,0
1,1,3229,1,1,0,1,279
0,1,2648,0,0,0,1,46
1,1,868,1,0,0,1,43
1,1,3684,0,1,0,0,0
1,4,442,1,0,0,1,350
1,0,2768,0,1,0,0,0
1,8,1130,1,0,1,1,559
1,1,2828,1,1,0,1,100
1,0,3522,0,0,0,0,0
1,0,3403,1,1,0,0,0
1,1,3242,0,0,0,0,0
1,3,2200,0,1,1,1,161
1,1,3024,0,1,0,0,0
1,1,1010,1,0,0,0,0
1,3,1242,0,0,1,1,165
1,2,834,0,0,1,0,0
0,2,469,0,0,0,1,338
1,1,2016,0,1,0,1,54
0,3,1379,0,1,0,1,143
1,2,2361,1,1,1,0,0
1,1,427,0,1,0,0,0
1,0,2773,1,1,0,0,0
1,1,791,1,1,0,1,68
1,1,3433,0,1,0,0,0
0,1,3548,0,0,0,0,0
1,2,1801,1,1,1,0,0
1,2,1710,0,1,1,1,311
1,1,198,0,0,0,0,0
1,3,1879,0,1,1,1,164
1,1,2438,1,1,0,1,104
1,0,2024,1,1,0,0,0
0,1,1095,0,1,1,0,0
1,1,1836,1,1,0,1,130
1,2,549,0,0,0,1,215
1,4,2052,1,0,0,1,355
1,2,3706,0,1,0,1,228
1,1,3360,1,0,0,1,128
1,4,2240,0,1,1,1,189
1,1,2802,0,0,0,0,0
1,1,1577,0,1,0,0,0
1,1,1052,1,1,0,1,40
1,6,1122,0,0,1,1,425
1,0,3680,1,1,0,0,0
1,5,534,0,0,0,1,361
1,1,1,1,1,0,1,109
1,2,492,0,1,0,1,43
1,1,2285,1,0,0,0,0
0,0,2781,0,1,0,0,0
1,2,472,1,1,0,1,229
1,1,2768,0,1,0,0,0
1,2,2464,1,1,0,1,86
1,0,3403,0,1,0,0,0
1,1,2977,1,1,0,1,160
0,2,469,1,1,0,1,377
1,2,3566,1,1,0,1,229
1,3,2389,0,1,0,1,385
0,1,2249,1,1,0,1,146
1,1,4096,1,1,0,1,229
1,0,2977,0,1,0,0,0
0,1,2794,1,0,0,0,0
1,2,1618,0,0,1,0,0
1,1,3067,0,0,0,1,229
1,1,3822,1,0,0,0,0
1,1,513,1,1,0,1,119
1,2,442,0,0,0,1,138
1,6,471,0,1,1,1,623
1,2,1962,1,0,1,0,0
0,1,1800,0,0,1,0,0
0,5,1340,1,0,0,1,262
1,0,1451,0,0,0,0,0
0,1,912,0,0,0,1,551
1,1,2752,0,1,1,1,35
1,2,1379,1,0,1,1,63
1,2,1415,0,0,1,0,0
1,6,380,1,1,0,1,450
1,2,3791,0,0,0,0,0
1,1,1261,1,0,1,1,44
1,2,1379,0,0,1,1,193
1,1,2072,0,1,0,0,0
1,0,3500,0,1,0,0,0
1,12,220,0,1,0,1,1446
1,1,3339,1,0,0,1,38
0,1,604,1,0,0,0,0
0,2,1521,1,0,1,0,0
1,2,3444,0,1,0,1,71
0,2,1582,0,1,0,0,0
1,0,2905,0,0,0,0,0
1,1,967,1,0,0,0,0
1,2,2571,1,1,0,1,161
1,1,2857,0,0,0,0,0
1,2,1882,0,0,1,0,0
0,0,3502,0,1,0,0,0
1,2,2257,1,0,0,1,264
0,1,2961,0,1,1,0,0
1,2,1882,1,0,1,1,4
1,2,3608,1,0,0,1,22
0,3,486,0,1,0,1,321
1,2,490,0,0,0,1,204
0,1,3040,1,1,0,0,0
0,1,1318,1,1,0,0,0
0,2,1920,1,1,0,1,138
1,2,1882,0,1,1,0,0
1,0,3694,1,1,0,0,0
0,1,2978,1,0,0,0,0
1,2,1882,0,1,1,0,0
1,1,1010,1,0,0,0,0
0,7,700,1,0,1,1,438
1,6,239,1,0,0,1,1161
1,1,486,1,1,0,1,159
1,2,1882,1,1,1,0,0
1,1,3009,1,1,0,1,184
1,1,3311,1,1,0,0,0
1,2,2460,1,1,0,1,162
1,3,455,0,0,1,0,0
1,2,1021,0,1,1,1,285
1,3,1109,0,0,1,1,173
1,1,1350,1,1,0,0,0
1,1,2327,0,0,1,1,158
1,1,724,1,1,0,1,43
1,4,1856,1,0,1,0,0
1,0,3694,0,1,0,0,0
0,1,828,0,0,0,0,0
1,1,2506,0,0,0,0,0
1,2,2960,0,1,1,1,160
0,1,372,0,0,0,1,149
1,2,1962,0,0,0,0,0
1,1,556,1,0,0,1,174
0,0,3124,0,1,0,0,0
1,1,2662,1,1,0,0,0
0,1,3548,1,0,0,0,0
1,1,2404,0,0,0,0,0
1,2,1521,0,1,0,0,0
1,0,3747,1,1,0,0,0
1,1,23,1,1,0,0,0
1,1,658,0,1,0,1,56
0,1,1402,1,0,0,0,0
1,1,3400,0,0,0,0,0
1,1,3458,0,0,0,0,0
1,1,1879,0,0,1,0,0
1,1,2856,0,0,0,0,0
1,1,2872,0,0,0,0,0
0,1,829,0,1,0,1,89
1,1,1779,0,0,0,0,0
1,0,1036,1,1,0,0,0
1,7,360,1,0,0,1,1305
1,1,995,0,1,1,0,0
1,0,3694,1,1,0,0,0
0,3,835,1,0,0,1,241
1,1,890,1,0,0,0,0
1,0,3159,1,0,0,0,0
1,1,3292,0,0,0,1,128
1,1,2467,1,1,0,1,130
1,1,1619,1,0,0,1,20
0,1,1079,1,1,0,0,0
1,1,2739,0,0,0,1,8
1,4,1877,0,0,0,1,255
1,0,2877,0,0,0,0,0
1,1,3286,1,0,0,1,128
1,0,2786,0,1,0,0,0
1,0,2900,0,0,0,0,0
0,0,3747,1,1,0,0,0
1,1,3822,0,1,0,1,97
1,1,23,1,1,0,0,0
1,1,27,0,1,0,0,0
1,1,868,0,1,0,0,0
1,1,456,1,0,1,1,306
1,2,3201,0,1,0,0,0
1,1,134,0,0,0,1,163
1,1,4157,1,1,0,1,254
1,1,204,0,1,0,0,0
0,1,1617,1,1,0,1,170
1,0,1583,0,0,0,0,0
1,1,2863,0,0,0,0,0
1,3,499,1,1,0,1,237
1,1,829,1,1,0,1,202
1,1,220,0,0,0,0,0
1,0,3403,0,1,0,0,0
1,3,835,0,0,1,1,56
1,0,3745,0,0,0,0,0
0,1,437,0,0,0,1,114
1,1,2996,0,1,0,0,0
1,2,2809,0,0,0,1,191
1,0,3746,0,1,0,0,0
1,1,4065,0,1,1,1,99
1,0,3619,0,1,0,0,0
1,2,3641,1,0,0,0,0
1,0,2376,1,0,0,0,0
0,3,743,1,1,1,1,47
1,2,804,1,0,0,1,303
1,0,2786,0,1,0,0,0
0,0,2859,0,1,0,0,0
1,2,1710,0,0,1,0,0
1,2,583,1,1,0,1,149
0,0,2767,0,1,0,0,0
1,0,3914,0,1,0,0,0
1,3,471,1,1,0,1,249
1,5,542,0,0,0,1,578
1,3,463,0,0,0,1,412
1,1,925,1,1,0,1,104
1,1,2863,1,1,0,0,0
0,0,3522,0,1,0,0,0
1,1,3587,1,1,0,1,33
1,1,854,0,1,0,0,0
1,1,2963,1,1,0,1,165
0,0,3507,1,1,0,0,0
1,1,4096,1,0,0,0,0
0,1,1010,0,1,0,0,0
1,0,3747,1,0,0,0,0
0,0,2891,0,1,0,0,0
1,1,3125,1,0,0,1,103
1,2,2899,1,1,0,1,320
1,2,744,0,1,1,0,0
0,1,2564,0,0,0,0,0
1,0,3747,0,1,0,0,0
0,2,3474,1,1,0,1,45
1,1,1646,0,1,1,0,0
1,0,3680,0,0,0,0,0
1,5,525,0,1,0,1,490
1,0,3353,0,0,0,0,0
0,0,2765,1,0,0,0,0
1,0,3114,0,0,0,0,0
1,1,2558,1,1,0,0,0
1,1,2634,0,1,0,0,0
0,4,1018,1,0,0,1,405
1,2,869,0,1,0,1,117
1,1,689,1,0,0,0,0
1,2,2856,0,0,0,1,78
0,0,2632,0,0,0,0,0
1,1,2943,1,1,0,1,183
1,1,2851,0,1,0,0,0
1,1,2522,0,1,1,0,0
1,1,3772,0,1,0,0,0
1,4,37,0,0,1,1,624
1,0,3401,0,0,0,0,0
1,2,2318,1,0,0,1,161
1,2,2165,1,1,0,1,157
1,1,2838,1,0,0,1,35
1,0,2730,0,0,0,0,0
1,0,1451,1,1,0,0,0
1,6,408,1,0,0,1,197
1,1,3180,0,0,0,0,0
0,1,532,0,0,0,0,0
1,2,2817,1,0,0,1,163
1,1,3613,0,1,0,0,0
1,3,1877,1,1,0,1,212
1,1,3270,0,1,0,1,38
1,1,3143,0,1,0,1,229
0,2,511,0,0,1,1,173
1,0,2009,0,1,0,0,0
1,3,1017,1,1,0,1,254
1,1,2744,1,1,0,1,230
1,2,1521,1,0,1,1,40
1,1,784,1,1,1,0,0
0,3,1121,1,1,0,1,288
1,1,2787,1,1,0,0,0
1,1,2255,0,1,0,1,161
0,2,1618,0,1,1,0,0
1,2,1436,0,1,1,0,0
1,2,1275,1,1,1,1,140
0,1,3548,0,0,0,0,0
0,3,1241,1,0,1,1,255
1,1,3215,0,0,0,1,230
1,1,1962,0,0,1,0,0
1,0,3403,1,1,0,0,0
1,2,3564,1,0,1,1,128
1,4,463,0,1,0,1,517
1,0,2569,1,0,0,0,0
1,1,1221,1,1,1,1,164
1,3,1430,0,1,1,1,65
1,1,364,0,1,0,1,149
1,0,3694,0,1,0,0,0
1,4,463,0,0,1,1,406
1,1,3304,0,0,0,1,129
0,0,4096,0,0,0,0,0
1,1,2977,0,0,1,0,0
1,0,3852,1,0,1,0,0
1,0,3354,0,1,0,0,0
0,1,2274,0,0,0,1,46
1,1,1221,1,1,1,1,44
1,1,3464,1,1,0,0,0
1,1,3269,1,0,0,0,0
1,2,3426,1,0,0,1,198
1,2,3243,1,0,1,1,7
1,1,3883,1,0,1,1,128
1,1,3353,1,0,0,1,213
1,1,1147,1,1,0,1,201
1,0,3852,0,0,1,0,0
1,1,2527,1,0,0,1,161
1,2,1758,0,0,0,1,230
1,1,216,0,0,1,0,0
1,1,792,1,1,1,0,0
1,1,3717,0,1,0,0,0
1,1,3755,0,1,0,0,0
1,1,4188,1,0,0,0,0
1,1,666,0,0,0,1,265
1,2,3605,0,0,0,1,246
1,0,3536,0,1,0,0,0
0,2,255,1,1,0,1,318
0,0,2915,0,1,1,0,0
1,0,3401,0,0,0,0,0
1,5,1857,0,1,0,1,240
1,1,890,1,1,0,0,0
1,1,2807,1,0,0,1,54
1,0,167,0,0,1,0,0
1,1,1897,0,0,0,1,165
1,1,2618,0,0,0,0,0
0,3,1969,1,0,1,1,171
1,2,3709,1,1,0,1,98
1,1,217,1,1,0,1,40
1,0,2773,1,0,0,0,0
1,0,3430,0,0,0,0,0
1,5,295,1,1,1,1,531
1,0,3944,0,1,0,0,0
1,1,2914,1,1,0,1,85
1,0,3680,1,0,0,0,0
0,1,3328,0,1,0,0,0
1,2,1521,1,1,1,0,0
0,2,1752,0,0,1,0,0
1,0,3746,1,0,0,0,0
1,4,2850,1,1,1,1,129
1,2,1752,1,1,1,0,0
1,5,72,1,1,0,1,229
1,2,744,0,1,1,0,0
1,1,2128,0,0,0,0,0
1,9,1128,1,1,0,1,1289
1,0,3680,0,1,0,0,0
1,0,3104,0,1,1,0,0
1,1,2310,0,1,0,1,100
1,1,897,1,0,0,0,0
1,3,2235,1,0,0,1,390
1,1,1878,1,1,0,1,35
1,1,3020,0,1,0,1,129
1,2,1592,1,0,1,1,40
1,4,14,1,0,1,1,303
1,0,3747,0,1,0,0,0
1,0,462,0,1,0,0,0
1,1,2696,0,0,0,1,230
1,1,3066,0,1,1,0,0
0,1,2101,0,1,0,1,146
1,6,1581,0,1,0,1,158
1,3,1168,0,1,1,1,40
1,2,1882,0,1,1,0,0
1,1,2383,0,0,0,1,161
0,2,2548,1,1,0,1,236
1,1,2912,0,1,0,1,161
1,3,1021,1,0,0,1,182
1,0,4157,1,0,0,0,0
0,2,1701,0,1,0,1,192
0,0,3401,1,0,0,0,0
1,10,289,0,1,0,1,1214
0,0,3401,0,0,0,0,0
1,2,3374,1,0,0,1,130
1,1,1491,0,1,0,0,0
1,1,2719,1,0,0,1,105
0,1,1228,0,1,0,0,0
1,0,3694,1,1,0,0,0
1,1,647,1,0,0,0,0
1,1,2982,0,1,0,0,0
1,3,995,1,1,0,1,236
1,1,178,0,1,0,0,0
1,2,1780,0,1,1,0,0
1,1,653,0,0,0,1,263
1,3,1995,0,1,1,1,220
1,0,3394,1,0,0,0,0
1,0,3680,0,1,0,0,0
0,1,2268,1,1,0,0,0
1,0,2725,1,1,0,0,0
1,1,2400,0,1,0,1,161
1,1,1512,1,0,0,0,0
1,3,3620,1,0,0,1,72
1,2,429,0,1,0,1,303
1,1,2318,0,0,0,1,85
0,0,3489,0,1,0,0,0
0,1,1058,1,0,1,0,0
0,1,28,0,0,0,1,255
1,0,2173,0,0,0,0,0
1,3,1879,1,1,1,1,258
0,0,2982,0,1,0,0,0
1,2,2891,1,1,0,1,153
1,2,1920,1,1,1,1,130
1,2,1646,0,1,1,0,0
0,3,822,0,0,0,1,429
0,2,1962,0,0,1,0,0
1,1,1100,1,0,0,1,164
0,2,2863,0,1,0,0,0
0,3,2333,0,1,0,1,175
1,1,3660,1,1,0,0,0
1,0,3159,0,0,0,0,0
1,1,2962,1,1,0,1,128
1,0,3122,0,0,0,0,0
1,1,608,1,1,0,0,0
1,0,2901,0,1,0,0,0
1,1,3157,1,1,0,1,220
1,1,890,0,1,0,0,0
1,1,2400,1,1,0,1,13
1,1,644,0,1,0,0,0
1,1,2677,0,0,0,1,161
1,3,772,0,0,0,1,551
1,3,2887,0,1,0,1,162
1,1,1261,1,0,1,1,45
1,2,1346,0,0,0,0,0
1,0,2765,0,1,0,0,0
1,0,2900,1,0,0,0,0
1,0,2508,0,0,1,0,0
1,0,2018,0,0,0,0,0
1,2,1801,0,0,1,0,0
0,1,255,1,0,0,1,244
1,2,217,1,1,1,1,81
0,1,658,0,1,1,1,203
1,1,2723,0,1,0,0,0
1,1,2464,0,0,0,1,35
1,2,1842,0,1,1,0,0
1,1,2960,0,0,1,1,160
1,0,3694,0,0,0,0,0
1,2,1498,0,1,1,0,0
1,0,1242,0,0,0,0,0
1,1,3249,0,0,0,0,0
0,1,2880,1,1,0,0,0
1,0,2960,0,1,0,0,0
0,1,2282,0,0,1,0,0
1,2,1346,0,1,1,0,0
1,1,1968,1,0,0,0,0
1,0,3522,1,0,0,0,0
1,1,3125,1,0,0,0,0
0,1,687,0,1,1,0,0
0,1,3458,0,1,0,0,0
0,0,2728,0,0,0,0,0
1,1,889,1,0,0,0,0
1,3,3433,1,1,0,1,99
1,1,192,0,0,0,0,0
1,0,2779,1,1,0,0,0
0,0,3528,0,0,0,0,0
1,2,3390,0,0,1,1,98
1,0,3061,0,0,1,0,0
1,2,2142,0,1,0,1,68
1,1,2873,1,1,1,1,128
1,0,553,0,0,0,0,0
1,1,2848,0,0,0,0,0
1,2,1995,1,0,1,1,117
1,1,3461,1,1,0,1,198
1,0,3536,1,0,0,0,0
1,5,1240,0,1,0,1,271
1,0,3747,0,1,0,0,0
1,1,2324,0,0,0,0,0
1,0,1044,0,1,1,0,0
0,3,1498,0,1,1,1,162
1,1,3465,0,0,0,0,0
1,0,204,0,1,0,0,0
1,1,2955,1,0,1,1,184
1,0,3619,0,1,0,0,0
1,1,3430,0,1,0,0,0
0,2,1865,1,0,1,0,0
1,1,751,0,1,0,1,43
1,2,3391,0,1,0,0,0
1,1,3683,0,1,1,0,0
1,1,2481,1,1,0,1,130
1,2,3791,0,0,0,1,198
1,1,120,1,1,0,0,0
0,1,2599,1,0,0,1,149
1,2,1135,1,1,0,1,281
0,0,3747,0,0,0,0,0
0,1,4036,0,1,1,1,129
1,0,2186,0,0,0,0,0
1,5,520,0,0,0,1,456
0,2,3552,1,1,0,1,45
0,1,1091,1,0,0,0,0
1,1,567,1,1,1,1,139
1,1,167,1,0,0,1,43
0,0,2803,0,0,0,0,0
1,0,3401,0,1,0,0,0
1,0,3745,0,1,0,0,0
0,1,2697,1,1,0,0,0
1,2,619,1,1,1,1,43
0,1,717,1,1,0,1,40
1,1,3311,0,0,0,0,0
1,1,27,1,0,0,0,0
1,0,2837,0,0,0,0,0
1,2,1149,1,0,0,1,411
1,1,2213,0,0,0,1,65
0,0,2879,0,1,0,0,0
1,2,3405,1,1,0,1,229
1,1,2900,0,1,0,0,0
1,1,1647,1,1,0,1,267
1,2,3374,1,1,0,1,34
1,1,2305,0,0,0,1,161
1,1,2856,1,1,0,1,130
1,1,3600,0,0,1,1,167
1,4,519,0,1,0,1,422
1,2,1752,0,0,1,0,0
1,0,3694,1,1,0,0,0
0,1,2961,0,1,0,0,0
1,1,3464,0,1,0,0,0
1,0,616,0,1,0,0,0
1,1,3052,1,0,0,1,49
1,2,2456,1,0,0,1,266
1,1,1968,0,0,0,0,0
1,2,3615,0,0,0,1,270
0,0,3746,1,1,0,0,0
1,0,1224,0,1,0,0,0
1,1,1008,1,1,0,0,0
1,1,3166,0,1,0,0,0
0,1,976,1,0,0,1,54
1,1,469,0,0,1,1,163
1,0,3914,0,0,0,0,0
1,3,3405,0,0,0,1,131
1,1,2710,0,0,1,0,0
1,0,3694,0,0,0,0,0
1,2,757,0,1,0,1,163
1,6,79,0,0,0,1,415
1,1,861,1,1,0,1,65
0,1,3552,1,1,0,1,100
1,0,2542,0,0,0,0,0
1,1,1112,1,1,0,0,0
1,0,2905,0,0,0,0,0
1,1,1836,1,1,0,1,40
1,1,3615,1,0,0,1,43
1,1,2886,1,0,0,0,0
0,1,2872,0,0,0,0,0
1,2,1780,0,1,1,0,0
1,0,3094,0,0,0,0,0
1,1,923,1,0,0,0,0
1,1,1456,0,1,0,0,0
1,1,3306,0,1,0,0,0
1,1,2298,1,1,0,0,0
0,1,3304,0,0,0,1,140
1,3,3387,1,1,0,1,203
1,0,2885,0,0,0,0,0
0,1,2551,0,1,0,1,282
1,1,2681,1,1,0,1,130
1,1,2996,1,0,0,1,34
1,3,1031,1,0,1,1,214
1,1,2530,0,1,0,1,130
1,1,2690,0,0,0,0,0
1,3,2934,0,0,0,1,160
1,2,3768,1,0,0,1,198
1,1,574,1,1,0,1,495
0,4,1521,1,1,1,1,20
1,5,463,1,1,0,1,402
1,2,1882,1,0,1,0,0
1,3,2348,1,0,0,1,207
0,1,115,0,0,0,1,164
0,2,1197,1,0,0,1,213
0,2,987,0,1,1,1,58
1,1,868,1,1,0,0,0
1,0,3694,0,0,0,0,0
0,1,2891,1,1,1,1,273
1,3,3724,1,0,0,1,38
1,1,3024,1,1,0,1,129
1,1,2982,0,1,0,0,0
1,1,2912,1,1,0,1,161
0,2,3642,1,1,0,1,125
1,2,1240,1,0,0,1,371
0,1,973,1,0,1,1,243
1,3,216,1,1,0,1,360
1,1,2583,0,1,0,1,55
1,0,2373,0,1,0,0,0
1,3,463,1,0,1,1,302
1,3,3376,0,0,1,1,132
1,1,2289,1,0,0,1,230
1,1,3464,1,0,0,1,38
1,2,981,0,1,0,0,0
1,2,2831,0,0,0,1,100
0,1,822,1,1,0,1,56
0,1,1232,0,0,0,0,0
1,1,2831,1,1,0,1,160
1,1,701,0,1,0,0,0
1,1,366,0,0,0,0,0
1,1,2578,1,0,0,1,161
1,3,1206,0,1,0,1,195
1,2,835,1,1,0,1,99
0,2,2233,0,0,0,1,189
1,2,3709,1,1,0,1,198
1,2,3704,1,1,0,1,326
1,1,1267,1,0,0,0,0
1,1,3241,1,0,0,1,48
1,0,2728,0,1,0,0,0
1,1,3243,0,1,0,1,183
1,0,2618,1,0,0,0,0
1,0,2900,0,0,0,0,0
1,1,673,0,1,1,0,0
1,1,2278,0,0,0,1,54
1,0,3944,0,1,0,0,0
1,3,1836,0,0,0,1,179
1,1,2331,0,1,0,0,0
1,1,2074,0,1,0,1,130
1,1,3009,1,0,0,0,0
0,1,640,1,1,0,1,58
1,2,1235,0,0,1,0,0
0,3,1646,0,0,1,1,98
1,0,899,0,1,0,0,0
0,2,2803,1,1,0,0,0
1,2,1868,1,0,0,1,49
1,1,2467,1,0,0,1,136
0,3,1722,0,0,1,1,439
1,0,3680,0,1,0,0,0
1,1,3265,0,1,0,1,98
1,2,3684,1,1,0,1,69
1,1,2618,0,0,0,1,130
1,0,4127,0,1,0,0,0
1,2,1226,0,0,1,1,40
1,2,1582,0,1,0,0,0
1,1,1240,1,1,0,0,0
1,2,2375,0,1,1,1,318
1,5,90,0,0,0,1,399
1,2,1436,0,0,1,0,0
1,1,3311,0,0,0,1,68
1,1,2962,1,1,0,1,181
1,1,2310,1,0,0,1,136
1,4,245,1,0,0,1,655
0,1,1322,0,1,0,0,0
1,4,77,0,0,1,1,407
1,1,2192,1,0,0,0,0
1,1,2690,1,0,0,1,163
1,1,2829,0,0,1,1,185
1,1,253,0,1,1,0,0
1,1,3339,0,0,0,0,0
1,1,2499,1,0,0,1,85
0,0,2009,1,0,0,0,0
1,2,1863,1,0,0,1,136
1,1,2005,0,1,0,0,0
0,1,1164,0,0,0,0,0
1,0,3975,0,1,0,0,0
1,0,3185,0,1,0,0,0
1,3,1400,1,0,1,1,63
1,1,3611,0,0,0,1,173
1,0,2901,0,0,0,0,0
1,1,4036,1,1,1,1,97
0,5,1143,1,0,0,1,1123
1,2,1920,0,1,1,0,0
1,1,2807,0,0,1,1,60
1,0,843,0,1,0,0,0
1,1,3125,1,0,0,0,0
1,1,1584,0,1,0,1,140
0,1,1087,1,1,0,1,263
1,1,723,0,1,1,0,0
1,1,197,0,1,0,0,0
1,4,1856,0,1,0,1,141
0,0,3500,1,0,0,0,0
0,0,3401,1,1,0,0,0
0,1,2996,0,0,0,1,150
1,1,4188,0,0,0,1,127
1,2,1582,1,0,1,0,0
1,2,1646,0,0,1,1,167
1,0,2728,0,0,0,0,0
1,0,2009,0,0,0,0,0
1,2,1582,0,1,1,0,0
0,1,3390,1,0,0,0,0
0,0,3528,0,1,0,0,0
0,3,2682,0,1,0,1,429
1,1,1968,0,0,0,0,0
1,0,3852,1,1,0,0,0
1,1,3262,0,0,0,0,0
1,5,2045,1,1,1,1,187
1,1,2150,1,1,1,0,0
1,0,3131,0,0,0,0,0
1,0,2996,0,1,0,0,0
0,1,71,1,1,0,1,55
1,1,164,0,0,0,1,135
0,1,2670,0,1,0,0,0
1,0,2735,0,0,0,0,0
0,1,3325,1,1,0,0,0
1,0,2732,0,0,0,0,0
1,2,1823,0,1,0,1,75
1,2,2080,1,1,1,1,161
0,1,2466,0,0,0,1,274
1,1,160,1,0,0,0,0
1,0,3747,0,0,0,0,0
0,2,1275,0,0,1,0,0
